1.14245,0,4.08115,0.0929,0.0428,5.5602
1.0788,0,4.2363,0.08205,0.05505,5.6676
1.7157,0,5.19735,0.0945,0.0548,7.29305
2.6824,0,5.7389,0.0806,0.0752,8.7987
3.452,0,6.51165,0.0894,0.1777,10.4574
0.7138,0,2.98385,0.0536,0.0602,3.9858
1.42415,0,3.65995,0.06035,0.09885,5.42175
2.24015,0,4.73155,0.06415,0.34765,7.5798
1.55145,0,3.72345,0.05375,0.1266,5.6318
2.2668,0,4.50925,0.06455,0.30275,7.3352
0.0246,0,0.64565,0.03035,0.0433,0.87135
0.1636,0,1.19515,0.03055,0.0456,1.5772
0.28375,0,1.46835,0.0441,0.0564,1.99155
0.49255,0,2.056,0.03855,0.07685,2.80195
1.2396,0,2.49675,0.0367,0.23055,4.14395
